P46133,ENOG4105CFC;COG2978;
P76128,ENOG4105DEF;COG0747;
P0C0V0,ENOG4105C0H;COG0265;
P39099,ENOG4105C0H;COG0265;
P10121,ENOG4105CCP;COG0552;
P0A9P0,ENOG4107QN2;COG1249;
P0A6L0,ENOG4105FCI;COG0274;
P0A6P5,ENOG4105DKZ;COG1160;
P76147,ENOG4105BZU;ENOG410XNMH;
P75801,ENOG41064RH;COG2199;
P15723,ENOG4105C4Q;COG0232;
P76016,ENOG4108JU9;COG3284;
P0AC13,ENOG4105EEI;COG0294;
P75975,ENOG41078CG;ENOG410ZGU6;
P76632,ENOG41061HK;ENOG41126UY;
P76330,ENOG4105BZU;ENOG410XNMH;
P23840,ENOG4105F5P;ENOG410XQQP;
P28303,ENOG4107R73;COG0534;
Q46857,ENOG4105CV8;COG0656;
P31680,ENOG41066UG;COG1076;
P0ABR1,ENOG4105MEA;ENOG4111VX8;
P28248,ENOG4105DHP;COG0717;
P0AEE1,ENOG4108W1V;ENOG4111IIQ;
P0A6J8,ENOG4105CPF;COG1181;
P76245,ENOG410620I;COG2203;
P0ABA4,ENOG4107S15;COG0712;
P41407,ENOG4108V3G;COG1182;
P52086,ENOG4108TGR;COG0406;
P77774,ENOG4105CNE;COG1520;
P0A937,ENOG4105YRI;COG2913;
P27297,ENOG4108UR8;COG2992;
P0ABD8,ENOG4105KM4;COG0511;
P27296,ENOG4105DVT;COG1199;
Q47150,ENOG4105QHH;COG3077;
P56262,ENOG4105CDZ;COG0412;
P31125,ENOG4108594;COG0697;
P0AC73,ENOG4105FK9;COG2731;
P06846,ENOG4105CQ4;COG1609;
P0ADB4,ENOG4107PEH;COG5510;
P0ADB7,ENOG4106BSU;ENOG410Y4IR;
P23827,ENOG4108QSZ;COG4574;
P75901,
P0A6N8,ENOG4105FUQ;COG0231;
P0ABQ0,ENOG4105CJS;COG0452;
P0A6I6,ENOG4108ZEF;COG0669;
P0A6I9,ENOG4108ZQD;COG0237;
P66948,ENOG4105ERG;COG4783;
P0ABC9,ENOG4105C94;COG1292;
P00722,ENOG4105CNT;COG3250;
P33363,ENOG4107QK4;COG1472;
P0ABF6,ENOG4107T42;COG0295;
P0AA89,ENOG4105BZU;ENOG410XNMH;
P76129,ENOG4105BZU;COG2199;COG2200;COG2202;
P66899,ENOG4107RCH;COG1171;
P0AEF4,ENOG4106YYS;COG4565;
P77510,ENOG4105CEQ;COG3290;
P00582,ENOG4105C2M;COG0258;COG0749;
P21189,ENOG4105CQ2;COG0417;
P10443,ENOG4105C0B;COG0587;
P0A988,ENOG4105CZ8;COG0592;
P0ACU0,ENOG4107MVR;COG1309;
P0A6Y8,ENOG4105CFG;COG0443;
P0A8J2,ENOG4108PM0;ENOG410ZNDQ;
P15042,ENOG4105C77;COG0272;
P0ABM9,ENOG4105KWW;COG3088;COG4235;
P0A6F9,ENOG4105K5Y;COG0234;
P03004,ENOG4105CI4;COG0593;
P0ACB0,ENOG4105CDU;COG0305;
P0AEF0,ENOG4106CVF;COG1484;
P0ABS5,ENOG4105C9G;COG0358;
P08622,ENOG4105BZ5;COG0484;
P30847,ENOG4105EB3;COG0642;
P0A940,ENOG4105E1Z;COG4775;
P36561,ENOG4108UHF;COG0368;
P0A903,ENOG4107EG0;COG3317;
P0AC02,ENOG4106SNF;COG4105;
P30843,ENOG4105XJC;ENOG4111FPD;
P37655,
P37653,ENOG4107QZ7;COG1215;
P37652,ENOG4107EEX;ENOG410XNNB;
P39333,ENOG4105F6U;COG1028;
P39334,ENOG4108XFH;ENOG4111MNX;
P36562,ENOG4105CUP;COG2038;
P17444,ENOG4105CZ6;COG2303;
P25524,ENOG4105DZC;COG0402;
P52107,ENOG4105RK8;ENOG4111VMB;
P13656,ENOG4108NNZ;ENOG4111APV;
P76473,ENOG4105SA9;COG1807;
P76213,ENOG4105DKD;COG0322;
P12008,ENOG4105D10;COG0082;
P0AGE6,ENOG4108YYH;COG0431;
P00888,ENOG4105E99;COG0722;
P68699,COG0636;
P0ABC0,ENOG4105GXX;COG3312;
P28246,ENOG4105C2C;ENOG410XNNX;
P37659,ENOG4105D1V;ENOG410XUV4;
P75980,ENOG4105EFC;COG4695;
P17446,ENOG4108MHR;COG1309;
P0ABD3,ENOG4108UQY;COG2193;
P0AE56,ENOG4105W53;COG2906;
P06864,ENOG4105CNT;COG3250;
P0AE91,ENOG4108RH0;COG3045;
P0ABG1,ENOG4105KNE;COG0575;
P0AE60,ENOG4105R8J;ENOG4111YYN;
P00393,ENOG4105CEP;COG1252;
P0ABI4,ENOG4107QUT;COG0598;
P46068,ENOG4105W8I;COG0583;
P37650,ENOG4105EJG;COG0457;
P76127,ENOG4105TPS;ENOG4111V9Q;
P0AA82,ENOG4105DQW;COG1457;
Q46829,ENOG4105CS2;COG2723;
P11989,ENOG4105CID;COG3711;
P39404,ENOG4108T94;COG2197;
P08368,ENOG4105E3W;COG0745;
P08369,ENOG4105CT7;COG4452;
P13000,ENOG4105E78;COG0132;
P0ABK7,ENOG4108U0V;ENOG4111G8B;
P0ADP5,ENOG4105EMK;COG0697;
P06709,ENOG4105HJX;COG0340;COG1654;
P20099,ENOG4107QY8;COG0243;
P0A901,ENOG4105QNF;COG3040;
P0AD99,ENOG4105CWM;COG1114;
P0AAY1,ENOG4105UFT;ENOG4111WGP;
P39396,ENOG4105D22;COG1966;
P06961,ENOG4105D4J;COG0617;
P0ABM5,ENOG4105X3C;COG3114;
P33927,ENOG4105DA4;COG1138;
P63204,ENOG4106WJ0;ENOG410YREC;
P03024,ENOG41060NJ;COG1609;
P77247,ENOG4107UW8;COG0637;
P16433,ENOG4105C47;COG3260;
P0AEV7,ENOG4105I6X;ENOG4111Q8X;
P0AEV9,ENOG4108MG9;COG0680;
P0A9F6,ENOG4105ETT;ENOG410XS6G;
P69937,ENOG4105KPY;COG2076;
P76621,ENOG4105EK3;ENOG410XQW4;
P0DPC6,
P52074,ENOG4105CHG;COG0247;
P0AEQ1,ENOG4108ZJF;COG3193;
P0A9S5,ENOG4105DCT;COG0371;
P0A705,ENOG4107QHU;COG0532;
P0AEQ6,ENOG4105E5Q;COG0765;
P0A6F3,ENOG4107QVN;COG0554;
P05793,ENOG4105C6M;COG0059;
P0A9B2,ENOG4105C17;COG0057;
P25526,ENOG4105C26;COG1012;
P33195,ENOG4105CBI;COG0403;COG1003;
P24193,ENOG4105C45;COG0309;
P30131,ENOG4105C8H;COG0068;
P27248,ENOG4105D43;COG0404;
P69222,COG0361;
P07762,ENOG4105C9C;COG0296;
P0A6V1,ENOG4107QQ4;COG0448;
P15067,ENOG4107SS7;COG1523;
P0A707,ENOG4108UUX;COG0290;
P31120,ENOG4107QJF;COG1109;
P77213,ENOG4106KXD;COG2170;
P64646,
P75913,ENOG4105JPG;COG0111;
P0AF52,ENOG4105C7N;COG2252;
P0ACL5,ENOG4108KWP;COG2186;
P52073,ENOG4105EU8;COG0277;
P39346,ENOG4105CPQ;COG1063;
P39208,ENOG4108Z67;COG3265;
P0A6V8,ENOG4105CHC;COG0837;
P0ACC7,ENOG4105CAJ;COG1207;
P76237,ENOG4108KHP;COG2199;
P76015,ENOG4105CMT;COG2376;
P37349,ENOG4105VDH;COG1080;COG1925;COG3412;
P45568,ENOG4105CEA;COG0743;
P0ABU5,ENOG4108556;COG3155;
P27303,ENOG4105CW7;COG1566;
P0AEJ0,ENOG4105C0R;ENOG410XNN3;
P23895,ENOG410814C;COG2076;
P0A9S3,ENOG4107WTH;COG1063;
P0C960,ENOG4106S48;COG0741;
P36930,
P77302,ENOG4105BZU;COG2199;COG2202;
P46139,ENOG4108KHX;COG2199;
P0CE48,ENOG4105CGV;COG0050;
P0AEH5,ENOG4105TNS;COG4575;
P75857,ENOG4105CW0;COG3188;
P31442,ENOG4105E5M;ENOG410XQPV;
P25736,ENOG4105RWS;COG2356;
P0C8J8,ENOG4105C6Q;COG4573;
P50465,ENOG4108S0J;COG0266;
P07821,ENOG4105E0A;COG1120;
P07822,ENOG4105J76;COG0614;
P16869,ENOG4105CNM;COG4773;
P68644,ENOG4105DWH;COG0644;
P45523,ENOG4108V1T;COG0545;
P26648,ENOG4107TZ2;COG2132;
P0A9A6,ENOG4105CDK;COG0206;
P25527,ENOG4105C85;COG1113;
P0AEP7,ENOG41060W2;COG3960;
P0A6T9,COG0509;
Q46822,ENOG4108ZEY;COG1443;
P37338,ENOG4108PVQ;COG1802;
Q46839,ENOG4105DAA;COG1620;
P0AEP9,ENOG4105CQB;COG0277;
P0A9P9,ENOG4105CHR;ENOG410XNW1;
P39343,ENOG4105K2J;ENOG410ZETB;
P39344,ENOG4105C6Z;COG2610;
P37747,ENOG4105D5D;COG0562;
P0ABG4,ENOG4105CNI;COG0772;
P75885,
P75884,ENOG4108Y9B;ENOG4111IXI;
P75883,ENOG4108W78;ENOG4111IU0;
P75882,ENOG4105E3R;ENOG410XQV2;
P76041,ENOG4107QW3;COG0366;
P18956,ENOG4105CFB;COG0405;
P0AF61,
P37666,ENOG4105C5I;COG1052;
Q46817,ENOG4105C7N;COG2252;
P0A6U8,ENOG4105CXW;COG0297;
P0AD68,ENOG4105CJN;COG0768;
P0AAB6,ENOG4105C3Y;COG1210;
P22256,ENOG4108JPW;COG0160;
P0A6T5,ENOG4105EUJ;COG0302;
P0A9I3,ENOG4105RH4;COG2716;
P0C054,ENOG4108ZNX;COG0071;
P0C058,ENOG4108SHS;COG0071;
P16528,ENOG41069M3;COG1414;
P0A932,ENOG4105DAY;COG1596;
P08200,ENOG4108HMX;COG0538;
P09148,ENOG4105F0Z;COG1085;
P0AFP6,ENOG4107QNR;COG0327;
P19930,ENOG4108USZ;COG0680;
P0AAJ8,ENOG4105QA4;COG0437;
P37182,ENOG4108USZ;COG0680;
P0AAN1,ENOG4108WGS;ENOG4111JT6;
P0AAM7,ENOG41082MF;COG0298;
P0AEV4,ENOG4108VRC;ENOG4111JXQ;
P0AAK1,ENOG4108MFN;COG1142;
P16429,ENOG4107R30;COG0651;
P16430,ENOG4107TDF;COG0650;
P16431,ENOG4105CQV;COG3261;COG3262;
P16432,ENOG4108RG7;COG1143;
P71229,ENOG4108JUA;COG3604;
P0AAM3,ENOG41083WG;COG0298;
P37595,ENOG4105D44;COG1446;
P39377,ENOG4105DYB;ENOG410XNTK;
P0A9W6,ENOG4105VFK;COG5007;
C1P607,
C1P608,
C1P615,
C1P616,
C1P617,
P09147,ENOG4105CMR;COG1087;
P25748,ENOG41060NJ;COG1609;
P0AEP1,ENOG4107QNK;ENOG410XNQK;
P0AB20,ENOG4105GSS;COG3785;
P31474,ENOG4105C0R;ENOG410XNN3;
P0A6Z3,ENOG4105CJX;COG0326;
P23894,ENOG4105D0M;COG0501;
P0A9Z1,COG0347;
P0A6Y1,ENOG41080YA;COG0776;
P10346,ENOG4105CDA;COG1126;
P0AC55,ENOG4108YZA;COG0347;
P0AC84,ENOG4108RW0;COG0491;
P13033,ENOG4108KJ0;COG3075;
P0AER0,ENOG4105D8C;COG0580;
P08142,ENOG4105C7K;COG0028;
P0ACL0,ENOG4105E98;COG1349;
P08194,ENOG4105CXY;COG2271;
P21437,ENOG4108Q8A;COG1494;
P0A9C9,ENOG4105CBT;COG1494;
P52101,ENOG4107WP9;ENOG410Y4CW;
P68688,ENOG41090BQ;COG0695;
P0AC59,ENOG4105E9S;COG2999;
P0AC62,ENOG4105VW4;COG0695;
P0A6W0,ENOG4105CSV;COG2066;
P09831,ENOG4105CBC;COG0067;COG0069;COG0070;
P63224,ENOG4105F55;COG0279;
P00894,ENOG4108ZP8;COG0440;
P0ADG1,ENOG4105P3Y;COG3978;
P0DQD7,
P75767,ENOG4105CHW;COG0391;
P0ADG7,ENOG4105CP4;COG0516;COG0517;
P0AC92,ENOG4106H71;ENOG410Y8R8;
P77695,ENOG4106H71;ENOG410Y8R8;
P39835,ENOG4105C6Z;COG2610;
P27294,ENOG4105FQR;ENOG4111Q68;
P77625,ENOG4105EVE;COG0637;
P45800,ENOG4105DQY;ENOG410XNRW;
P30870,ENOG4105CE6;COG1391;
P37902,ENOG4107RP9;COG0834;
P23524,ENOG4105BZW;COG1929;
P32056,ENOG4105FGF;COG0494;
P00893,ENOG4105C7K;COG0028;
C1P619,
P05827,ENOG4105EMY;COG0583;
P46859,ENOG4108Z67;COG3265;
P0AC94,ENOG4107EFN;COG2610;
P0AEW6,ENOG4107RE1;COG0524;
P0CE57,ENOG4105F2I;COG3039;
P0CE58,ENOG4105F2I;COG3039;
P0A6S7,ENOG4105CSF;COG0240;
P0CF08,COG3677;
P0CF09,COG3677;
P0CF10,COG3677;
P0CF11,COG3677;
P0CF12,COG3677;
P19767,COG3677;
A0A385XJ53,
P0CF40,ENOG4108ZQS;COG2963;
P03835,ENOG4105VNT;COG3385;
P0CE49,ENOG4105F2I;COG3039;
P0CF92,ENOG4108SER;COG3385;
P26649,ENOG4105WWV;ENOG411240A;
P17169,ENOG4105C46;COG0449;
P0AEQ3,ENOG4107R0W;COG0834;
P75849,ENOG4105C5X;COG0491;
P0A9C0,ENOG4107R5Y;COG0578;
P0A996,ENOG4105CHG;COG0247;
P13035,ENOG4105C6V;COG0578;
P0A6V5,ENOG4105M78;COG0607;
P09391,ENOG4105EBW;COG0705;
P04968,ENOG4105C7B;COG1171;
P09832,ENOG4105BZ8;COG0493;
P28721,ENOG4106AJS;ENOG410Y11X;
P0AER3,ENOG4105EAD;COG0765;
P27305,ENOG4106F3G;COG0008;
P31450,
P77161,ENOG4105CF3;COG2084;
P0A825,ENOG4105C65;COG0112;
P0A6X7,COG0776;
P0A9C5,ENOG4105C5F;COG0174;
P27249,ENOG4105E1P;COG2844;
P09394,ENOG4106MZZ;COG0584;
P0AFU4,ENOG4105C1W;COG2204;
P0AC69,ENOG4105M2J;COG0278;
P77454,ENOG4105CSV;COG2066;
P0AAG3,ENOG4105CDA;COG1126;
P21345,ENOG4105CK2;COG1301;
P0AER8,ENOG4105D6U;COG0786;
P0AER5,ENOG4105DRP;COG0765;
P77364,ENOG4105BZW;COG1929;
P05791,ENOG4105C01;COG0129;
P0AC88,ENOG4105C0K;COG1089;
A0A385XJE6,
P0CF25,COG1662;
P0CF26,ENOG4108MBK;COG1662;
P0CF27,ENOG4108MBK;COG1662;
P57998,COG1662;
P0CF28,COG1662;
P0CF29,COG1662;
A0A385XJL4,
P0CF53,ENOG4108MVM;ENOG410Z4Y8;
P0CF54,ENOG4108MVM;ENOG410Z4Y8;
P0CF55,ENOG4108MVM;ENOG410Z4Y8;
P0CF56,ENOG4108MVM;ENOG410Z4Y8;
P0CF57,ENOG4108MVM;ENOG410Z4Y8;
P0CF60,ENOG4108MVM;ENOG410Z4Y8;
P0CF66,ENOG41090WB;COG2963;
P0CF67,ENOG41090WB;COG2963;
P0CF83,COG2801;
P19769,ENOG4105DQ6;COG2801;
P75679,ENOG4105PBD;COG2963;
P39212,
P75680,COG2801;
Q47718,COG2801;
P76102,ENOG4105D7V;COG0675;
P30192,
P0AAT6,ENOG4105KEM;COG0799;
Q46851,ENOG4105CPC;COG0667;
P0AB80,ENOG4105CM2;COG0115;
P0DP89,
P63228,ENOG4108ZI0;COG0241;
P0ADF8,ENOG4105M71;COG0440;
P0ACP5,ENOG4105DIQ;ENOG410XPSF;
P0AC96,ENOG4105C6Z;COG2610;
P46846,ENOG4105MJ2;COG1040;
P0CF68,ENOG41090WB;COG2963;
P0CF69,ENOG41090WB;COG2963;
P0CF70,ENOG41090WB;COG2963;
P0CF89,ENOG4105F9F;COG2826;
P0CF90,ENOG4105F9F;COG2826;
P19768,ENOG410698F;ENOG4111QWX;
P0CF91,ENOG4108SER;COG3385;
P0CF93,ENOG4108SER;COG3385;
P0AFS3,ENOG410642E;COG1028;
P0AC47,ENOG4105E33;COG0479;
P0AAP3,ENOG4105VEG;COG1937;
P25437,ENOG4108I9Z;COG1062;
P0ABH0,ENOG4105CIT;COG0849;
P63235,ENOG4105E5D;COG0531;
P0A9C3,ENOG4105ENN;COG2017;
P19931,ENOG4108VXY;ENOG4111JYZ;
P19932,ENOG4105MVP;ENOG4111IMM;
P0AAK4,ENOG4108RC0;COG1142;
P23482,ENOG4108JPZ;COG0651;
P77858,ENOG4107TDF;COG0650;
P77416,ENOG4105D65;COG1009;
P77668,ENOG4105C47;COG3260;
P77453,ENOG4105I6X;ENOG4111Q8X;
P0A700,ENOG410816D;COG0375;
P0AAN3,ENOG4107RSS;COG0378;
P24192,ENOG4105CQS;COG0409;
P10423,ENOG4108MXK;COG2234;
P37689,ENOG4105CJI;COG0696;
P75796,ENOG4108JQ6;COG1123;
P15081,ENOG4105J92;COG4578;
P06715,ENOG4105DC8;COG1249;
P77609,
P06136,ENOG4105K7E;COG1589;
P37180,ENOG4105CJ5;COG5557;
P0A703,ENOG4105WMM;COG0375;
P23481,ENOG4108MFN;COG1142;
P0AEW1,ENOG4107WQX;COG4237;
P77437,ENOG4108JPZ;COG0651;
P77329,ENOG4105CQV;COG3261;COG3262;
P77423,COG1143;
P30147,ENOG4105QG4;COG3622;
P30128,ENOG4108RRZ;COG0782;
P0AAP5,ENOG4108PNB;ENOG410ZQUT;
P0A7A9,ENOG4105F0N;COG0221;
P23893,ENOG4105CDM;COG0001;
P75797,ENOG4105DEF;COG0747;
P39829,ENOG4105CTX;COG2721;
P06968,ENOG4108Z1K;COG0756;
P75855,ENOG41071VI;ENOG410Y4ID;
P0AB01,ENOG4107S90;COG1434;
P52599,ENOG4105CW7;COG1566;
P52600,ENOG4105C0R;ENOG410XNN3;
P0AB83,ENOG4105CSM;COG0177;
P0A6C1,ENOG4105EFU;COG0648;
P0C8J6,ENOG4105D2N;COG0191;
P0A6M8,ENOG4105CEJ;COG0480;
P0A6N4,ENOG4105DRH;COG0231;
P0A6P1,ENOG4105CU7;COG0264;
P0AEH3,ENOG4107YB6;COG2153;
Q47013,ENOG4105Z6G;ENOG410XTR6;
P75856,ENOG4106JJN;COG3121;
P75858,ENOG4108MDY;COG3539;
P15047,ENOG4105X17;COG1028;
P0AEJ4,ENOG4105E0F;ENOG410XTWD;
P0ABQ2,ENOG4105CF3;COG2084;
P38101,ENOG4108VP3;COG1280;
P77188,ENOG4108NN8;ENOG41119MM;
P77263,ENOG4108UD7;ENOG4111HA8;
P76014,ENOG4108UTZ;COG2376;
P00370,ENOG4105D82;COG0334;
P66817,ENOG4105F55;COG0279;
P0ABS1,COG1734;
P76251,ENOG4105C0C;COG0473;
P18775,ENOG4107QY8;COG0243;
P31545,ENOG4105DBE;COG2837;
P0CE47,ENOG4105CGV;COG0050;
P0AAP1,ENOG4105BZU;ENOG410XNMH;
P38097,ENOG4105BZU;COG2202;COG3447;
P75908,ENOG4105BZU;ENOG410XNMH;
P0AC44,ENOG4105N1I;COG2142;
A5A624,
P0AB87,ENOG4107W7X;COG0235;
P0ABQ4,ENOG4108YYV;COG0262;
P0A9B6,ENOG4105C17;COG0057;
P0AAA3,ENOG4108GWT;ENOG410ZQ0F;
P77802,ENOG4108N3D;ENOG4110Z57;
P77694,ENOG4106PYX;ENOG410YH0U;
P71301,ENOG4106JB4;ENOG410Y9ZI;
P0ADF6,ENOG4105C01;COG0129;
P0AB24,ENOG410650H;COG2822;
P06149,ENOG4105CXG;COG0277;
P76250,ENOG4105EJC;ENOG410XNQA;
P03007,ENOG4107RZZ;COG0847;
Q47155,ENOG4105CQ3;COG0389;
P77488,ENOG4105C2V;COG1154;
P36943,
P0AC53,ENOG4105D8W;COG0364;
P0A6T1,ENOG4107QP8;COG0166;
P11454,ENOG4105C0W;COG1020;COG3319;
P0A8N7,ENOG4105CAP;COG2269;
P0CB39,ENOG4105DIJ;COG2194;
P25552,ENOG4105C9X;COG0248;
P76556,ENOG4106S4J;COG4917;
P76555,ENOG4105NDK;COG4766;
P0A8Y8,ENOG4108TZA;COG2050;
P39280,ENOG4105CK3;COG1509;
P75799,ENOG4105C2T;COG1173;
P76541,ENOG4106D67;COG4816;
P0ACK5,ENOG4107FB0;COG1349;
P0AEE5,ENOG4105EMA;COG1879;
Q6BF17,ENOG4105CXK;COG4948;
P77381,ENOG4105QFC;ENOG4111WD0;
P77359,ENOG4105QFC;ENOG4111WD0;
P0AEE8,ENOG4105DFE;COG0338;
P69853,ENOG4108NEM;COG3381;
P06710,ENOG4107QMP;COG2812;
P15877,ENOG4105DZG;COG4993;
P0AE76,ENOG4108YZT;COG2087;
P46891,ENOG4108AZI;COG0561;
P0A6M4,ENOG4108YYA;COG1490;
P0AE88,ENOG4105E3W;COG0745;
P77304,ENOG4105DUX;COG3104;
P36837,ENOG4105DUX;COG3104;
P39276,ENOG4105DUX;COG3104;
P75742,ENOG4105DUX;COG3104;
P32695,ENOG4105CEH;COG0042;
P0ABT5,ENOG4105CEH;COG0042;
P33371,ENOG4105FBT;COG0042;
P0A9H7,ENOG4105CV9;COG2230;
P75974,ENOG4105RDA;COG1974;
P0AAG0,ENOG4105C3U;COG0444;
P37313,ENOG4108JQ7;COG4608;
P0ABT2,ENOG4105DPV;COG0783;
Q59385,ENOG4105C59;COG2217;
P0AEG4,ENOG4108Z33;COG0526;
P0AEG6,ENOG4105T95;COG1651;
P0AA86,ENOG4107QX9;COG0526;
P77202,ENOG4108KHN;COG1651;
P0AE82,ENOG4105E0F;ENOG410XTWD;
P0ACP1,ENOG4107B7Y;COG1609;
P37002,ENOG4107Z6W;COG0239;
P0A6M2,ENOG410635M;COG1495;
P36655,ENOG4105CSG;COG4232;
P08331,ENOG4107RNS;COG0737;
P0AEW4,ENOG41070EG;COG1409;
P45955,ENOG4105UFD;COG1729;
P75952,ENOG4108IND;ENOG41122NH;
P23847,ENOG4105DEF;COG0747;
P0AEF8,ENOG4105CJM;COG0601;
P0AEG1,ENOG4105C2T;COG1173;
P0AE78,ENOG4108JU5;COG4535;
P08555,ENOG4105C6Z;COG2610;
P0AEG8,ENOG4105VZF;ENOG41124RJ;
P0AE85,ENOG4105FMW;COG3678;
P0A9Y6,COG1278;
P38054,ENOG4108IJF;COG3696;
P0AAM1,ENOG4105X7T;COG1969;
P0AAE0,ENOG4105C85;COG1113;
P36995,ENOG4105VEQ;COG1278;
P0ACZ8,ENOG4105CK6;COG0745;
P77485,ENOG4105GR3;COG0642;
P00936,ENOG4107T0K;COG3072;
P27838,ENOG4105XQ6;COG1965;
P77239,ENOG4105EP1;ENOG410XPHF;
P77214,ENOG410624V;COG5569;
P67826,ENOG4106N3A;COG3142;
P08550,ENOG4105E96;COG1286;
P39176,ENOG4108PXI;COG1376;
P0A982,ENOG41060EU;ENOG4111W5C;
P77211,ENOG4105ENJ;COG1538;
P0AEJ2,ENOG4105E4F;COG1169;
P76552,ENOG4105ENY;COG3192;
P63746,ENOG4108VJN;COG4810;
P0ABV2,ENOG4108ZZF;COG0848;
P0A6X1,ENOG4105C7E;COG0373;
P04995,ENOG4105CJB;COG2925;
P0AEJ8,ENOG4105WVM;COG4576;
P77682,ENOG4105IHM;COG2246;
P42593,ENOG4105CCY;COG0446;COG1902;
Q47146,ENOG4107QPN;COG1960;
P37639,ENOG4108NKV;ENOG410XRJG;
P27375,ENOG410645W;ENOG4112D5I;
P33129,ENOG4105CW0;COG3188;
P25666,ENOG4108SEH;ENOG4111H5F;
P0A6P9,ENOG4105C70;COG0148;
P24077,ENOG4105E8G;COG0477;
P0A7A2,ENOG4105CVJ;COG0406;
P30855,ENOG4105BZU;COG0784;COG0834;COG2198;
P65643,ENOG4108PFF;COG4812;
P0A993,ENOG4105CZI;COG0158;
P0AEK2,ENOG4105CHR;ENOG410XNW1;
P0AEK4,ENOG4105CSJ;COG0623;
P21151,ENOG4105CHU;COG0183;
P21177,ENOG4105DYT;COG1024;COG1250;
P77712,ENOG4108TGP;COG0824;
P19636,ENOG4107FQ9;COG4302;
P0A6Q6,ENOG4108YXN;COG0764;
P38135,ENOG4105CEY;COG0318;
P32176,ENOG4107QIW;COG0243;
P15031,ENOG4105E0A;COG1120;
P23485,ENOG4108S3W;COG3712;
P77279,ENOG41083J0;COG4619;
P77733,ENOG4105TMB;COG2116;
P0A9E5,ENOG4105DS0;COG0664;
P45543,ENOG4108KPW;COG0524;
P45544,ENOG4105FDP;COG2188;
P0AEN1,ENOG4108EX3;COG0543;
P0A6S5,ENOG4105XX3;COG2919;
P0A9R7,ENOG4105CAK;COG2884;
P0ABY4,ENOG41071R3;COG0716;
P75936,ENOG4105W00;COG1843;
P75937,ENOG4105BZE;COG1749;
P75933,ENOG4105CKS;COG1261;
P0AEM4,ENOG4105M9M;COG2747;
P43533,ENOG4105QVD;COG3418;
P0A8T5,ENOG4105VQ0;COG1677;
P24216,ENOG4105DTS;COG1345;
P22586,ENOG4105K0P;COG3190;
P0AEN4,ENOG41063Y6;COG3116;
P29131,ENOG41063M6;COG3087;
P0AC30,ENOG4105CRP;COG2177;
P63201,
P00363,ENOG4105C00;COG1053;
P0A6T3,ENOG4105CRD;COG0153;
P0AEP3,ENOG4105C3Y;COG1210;
P05523,ENOG4105ERD;COG0266;
P32153,ENOG4105CN9;COG1363;
P78055,ENOG4107T9Z;COG0176;
P32669,ENOG4107T9Z;COG0176;
P0AAI3,ENOG4105C3H;COG0465;
P0A998,ENOG41090A1;COG1528;
P37147,ENOG4108YH1;COG3030;
P0A8Q0,ENOG4108WJH;COG3029;
P32152,ENOG4106C3V;COG1762;COG3711;
P0AC00,ENOG4107R1S;COG2222;
P52067,ENOG4105EU0;ENOG410XPTC;
P31658,ENOG4105TMR;COG0693;
P45579,ENOG4107SCQ;COG0371;
P0AET2,ENOG4105XXV;ENOG41125MZ;
P0AET5,ENOG4108YK4;COG3247;
P15038,ENOG41088T4;COG0210;
P0A754,ENOG4108MXQ;COG2249;
P21865,ENOG4105C08;COG2205;
P0A715,ENOG4105CXR;COG2877;
P0CI31,ENOG4108QJ2;ENOG410XQCB;
P0ABW0,ENOG4105VQD;COG2146;
P75825,ENOG4105EJ7;COG1151;
P04951,ENOG4105CET;COG1212;
P77650,ENOG4108EQM;COG0446;
P0ABR5,ENOG4105FUY;COG4638;
Q47141,ENOG4108W5M;ENOG4111IYC;
P0AET8,ENOG4107ZQV;ENOG410XPR5;
P68066,ENOG4108VKA;COG3445;
P0A6W9,ENOG4105D9M;COG2918;
P0AES6,ENOG4105C7D;COG0187;
P32662,ENOG4108VXP;COG0546;
P0A6W5,ENOG4108UKH;COG0782;
P03961,ENOG4108R80;COG2156;
P75824,ENOG4105CJJ;COG1018;
P0AES9,ENOG41060V2;ENOG41128BT;
P0A8R9,ENOG4105CVI;ENOG410XP94;
P37651,ENOG4105K2Z;COG3405;
P60560,ENOG4105CP4;COG0516;
P17115,ENOG4105C2X;COG0517;COG0794;
Q47142,ENOG4105D8G;ENOG410XQVS;
Q47140,ENOG4108SBK;COG5517;
P09372,ENOG4105K90;COG0576;
P75780,ENOG4108IU3;COG4774;
P61949,ENOG4105MHQ;COG0716;
P0ABX5,ENOG4105CGA;COG4786;
P33235,ENOG4105E1Q;COG1256;
P04949,ENOG4105I03;COG1344;
P31068,ENOG41090PJ;COG1317;
P52612,ENOG4108JIR;COG1157;
P67910,ENOG4105CUI;COG0451;
P0A9A2,ENOG4108UEC;COG1528;
P46889,ENOG4105CNU;COG1674;
P39264,ENOG4108S54;COG3539;
P0ABY2,ENOG4105YXP;ENOG41124U3;
P24186,ENOG4105CN0;COG0190;
P76341,ENOG4105VT2;COG2351;
P0A8Q3,ENOG4108VP9;COG3080;
P45541,ENOG4107Y0V;COG1082;
P04335,ENOG4105V1F;COG1073;
P45539,ENOG4107QHQ;COG0531;
P0CF07,COG3677;
P0CF41,ENOG4108ZQS;COG2963;
P0CF42,ENOG4108ZQS;COG2963;
P0CF43,ENOG4108ZQS;COG2963;
P0CF44,ENOG4108ZQS;COG2963;
